player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_sca_sca,header_sca_sca_per90,header_sca_types_sca_passes_live,header_sca_types_sca_passes_dead,header_sca_types_sca_dribbles,header_sca_types_sca_shots,header_sca_types_sca_fouled,header_gca_gca,header_gca_gca_per90,header_gca_types_gca_passes_live,header_gca_types_gca_passes_dead,header_gca_types_gca_dribbles,header_gca_types_gca_shots,header_gca_types_gca_fouled,header_gca_types_gca_og_for,matches
Simon Skrabb,fi FIN,"MF,FW",Brescia,it Serie A,24,1995,2.9,4,1.40,3,0,1,0,0,1,0.35,1,0,0,0,0,0,Matches
Milan Škriniar,sk SVK,DF,Inter,it Serie A,24,1995,29.0,24,0.83,20,0,1,2,1,2,0.07,0,0,0,1,1,0,Matches
Steven Skrzybski,de GER,"FW,MF",Düsseldorf,de Bundesliga,26,1992,5.9,11,1.87,8,0,2,0,1,2,0.34,2,0,0,0,0,0,Matches
Petar Škuletić,rs SRB,FW,Montpellier,fr Ligue 1,29,1990,1.2,2,1.70,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Islam Slimani,dz ALG,FW,Monaco,fr Ligue 1,31,1988,14.3,52,3.64,42,0,5,4,1,12,0.84,8,0,3,1,0,0,Matches
William Smallbone,ie IRL,MF,Southampton,eng Premier League,19,2000,4.4,4,0.92,4,0,0,0,0,2,0.46,2,0,0,0,0,0,Matches
Chris Smalling,eng ENG,DF,Roma,it Serie A,29,1989,26.5,23,0.87,21,0,0,1,1,4,0.15,3,0,0,1,0,0,Matches
Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,1.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,28,1991,22.8,20,0.88,17,0,1,0,2,1,0.04,1,0,0,0,0,0,Matches
Emile Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,19,2000,1.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fyodor Smolov,ru RUS,FW,Celta Vigo,es La Liga,29,1990,8.3,12,1.45,11,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
Robert Snodgrass,sco SCO,"MF,FW",West Ham,eng Premier League,31,1987,16.8,51,3.04,19,24,3,1,4,7,0.42,3,4,0,0,0,0,Matches
Cédric Soares,pt POR,DF,Arsenal,eng Premier League,27,1991,2.8,3,1.08,2,1,0,0,0,1,0.36,1,0,0,0,0,0,Matches
Cédric Soares,pt POR,DF,Southampton,eng Premier League,27,1991,14.5,23,1.58,21,2,0,0,0,2,0.14,1,1,0,0,0,0,Matches
Rafa Soares,pt POR,"DF,MF",Eibar,es La Liga,24,1995,4.8,8,1.66,5,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lasse Sobiech,de GER,DF,Köln,de Bundesliga,28,1991,1.0,1,1.00,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marcel Sobottka,de GER,MF,Düsseldorf,de Bundesliga,25,1994,7.8,8,1.03,5,1,0,1,1,1,0.13,0,0,0,1,0,0,Matches
Rubén Sobrino,es ESP,"FW,MF",Valencia,es La Liga,27,1992,1.9,6,3.18,4,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,21,1997,18.3,43,2.34,30,0,3,5,5,5,0.27,2,0,1,1,1,0,Matches
Roberto Soldado,es ESP,FW,Granada,es La Liga,34,1985,26.1,41,1.57,33,0,0,0,8,6,0.23,5,0,0,0,1,0,Matches
Carlos Soler,es ESP,MF,Valencia,es La Liga,22,1997,23.0,33,1.44,25,3,0,1,4,6,0.26,3,0,0,0,3,0,Matches
Oumar Solet,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Yann Sommer,ch SUI,GK,M'gladbach,de Bundesliga,30,1988,34.0,1,0.03,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kévin Soni,cm CMR,FW,Espanyol,es La Liga,21,1998,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38.0,5,0.13,2,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Bruno Soriano,es ESP,MF,Villarreal,es La Liga,35,1984,2.9,2,0.68,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11.0,1,0.09,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,25.7,93,3.61,78,0,5,2,7,10,0.39,6,0,0,0,3,1,Matches
Riccardo Sottil,it ITA,"FW,DF",Fiorentina,it Serie A,20,1999,5.4,18,3.31,11,0,2,2,3,3,0.55,2,0,0,1,0,0,Matches
Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,24,1995,11.6,8,0.69,7,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
Adama Soumaoro,fr FRA,DF,Genoa,it Serie A,27,1992,7.1,1,0.14,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,27,1992,4.6,1,0.22,0,0,0,1,0,1,0.22,0,0,0,1,0,0,Matches
Boubakary Soumaré,fr FRA,MF,Lille,fr Ligue 1,20,1999,13.5,22,1.63,21,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
Bryan Soumaré,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,4.3,11,2.58,6,3,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,27,1992,22.4,38,1.70,29,3,1,1,4,2,0.09,2,0,0,0,0,0,Matches
Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,22,1997,19.4,43,2.22,36,3,1,1,2,6,0.31,4,0,0,1,1,0,Matches
Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,23,1996,33.7,13,0.39,10,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Nikolas Špalek,sk SVK,"MF,FW",Brescia,it Serie A,22,1997,15.9,26,1.64,20,2,0,1,3,2,0.13,1,0,0,0,1,0,Matches
Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,26,1993,16.7,56,3.36,47,2,5,1,0,4,0.24,3,0,0,0,0,1,Matches
Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,4.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Mattia Sprocati,it ITA,FW,Parma,it Serie A,26,1992,6.6,16,2.44,9,0,0,2,5,0,0.00,0,0,0,0,0,0,Matches
Bassem Srarfi,tn TUN,"FW,DF",Nice,fr Ligue 1,22,1997,1.5,2,1.35,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dennis Srbeny,de GER,"MF,FW",Norwich City,eng Premier League,25,1994,0.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dennis Srbeny,de GER,"FW,MF",Paderborn 07,de Bundesliga,25,1994,12.4,25,2.01,17,0,3,1,4,3,0.24,1,0,2,0,0,0,Matches
Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,22,1996,23.5,9,0.38,7,0,0,2,0,1,0.04,0,0,0,1,0,0,Matches
Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,23,1996,17.2,16,0.93,14,0,2,0,0,2,0.12,2,0,0,0,0,0,Matches
Kostas Stafylidis,gr GRE,DF,Hoffenheim,de Bundesliga,25,1993,4.4,11,2.49,8,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Benjamin Stambouli,fr FRA,DF,Schalke 04,de Bundesliga,28,1990,9.0,2,0.22,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Junior Stanislas,eng ENG,"MF,DF",Bournemouth,eng Premier League,29,1989,7.9,23,2.91,12,7,2,2,0,4,0.51,1,0,1,2,0,0,Matches
Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,24,1995,19.2,11,0.57,9,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Renato Steffen,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,27,1991,17.6,45,2.56,37,1,3,1,3,8,0.45,6,0,2,0,0,0,Matches
Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17.0,5,0.29,3,2,0,0,0,1,0.06,0,1,0,0,0,0,Matches
Dale Stephens,eng ENG,MF,Brighton,eng Premier League,30,1989,28.1,40,1.42,38,0,0,2,0,3,0.11,3,0,0,0,0,0,Matches
Jack Stephens,eng ENG,DF,Southampton,eng Premier League,25,1994,27.2,15,0.55,13,1,1,0,0,3,0.11,3,0,0,0,0,0,Matches
Mariusz Stępiński,pl POL,FW,Hellas Verona,it Serie A,24,1995,7.8,10,1.27,7,0,0,1,2,1,0.13,1,0,0,0,0,0,Matches
Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,24,1994,29.5,116,3.94,82,1,10,12,11,11,0.37,5,0,0,3,3,0,Matches
Enda Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,29,1990,37.2,67,1.80,54,6,4,3,0,9,0.24,8,0,1,0,0,0,Matches
Marco Stiepermann,de GER,MF,Norwich City,eng Premier League,28,1991,13.1,33,2.52,27,0,5,1,0,2,0.15,2,0,0,0,0,0,Matches
Lars Stindl,de GER,"MF,FW",M'gladbach,de Bundesliga,30,1988,15.9,60,3.77,52,0,3,1,4,11,0.69,10,0,0,0,1,0,Matches
Kevin Stöger,at AUT,MF,Düsseldorf,de Bundesliga,25,1993,14.1,51,3.62,32,9,3,2,5,6,0.43,5,0,0,1,0,0,Matches
Vlatko Stojanovski,mk MKD,FW,Nîmes,fr Ligue 1,22,1997,1.4,5,3.66,3,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
John Stones,eng ENG,DF,Manchester City,eng Premier League,25,1994,12.5,11,0.88,11,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,36.0,7,0.19,6,1,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Tobias Strobl,de GER,"MF,DF",M'gladbach,de Bundesliga,29,1990,6.8,5,0.73,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Christian Strohdiek,de GER,DF,Paderborn 07,de Bundesliga,31,1988,15.1,16,1.06,14,1,0,1,0,2,0.13,1,0,0,1,0,0,Matches
Kevin Strootman,nl NED,MF,Marseille,fr Ligue 1,29,1990,15.7,29,1.84,27,1,0,1,0,5,0.32,5,0,0,0,0,0,Matches
Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,28,1991,30.0,51,1.70,47,2,2,0,0,4,0.13,4,0,0,0,0,0,Matches
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,13.9,28,2.01,15,2,2,4,5,4,0.29,2,0,0,0,2,0,Matches
Damián Suárez,uy URU,DF,Getafe,es La Liga,31,1988,28.8,75,2.60,41,22,5,2,5,9,0.31,7,0,1,1,0,0,Matches
Denis Suárez,es ESP,"MF,FW",Celta Vigo,es La Liga,25,1994,18.1,56,3.09,37,14,3,1,1,5,0.28,5,0,0,0,0,0,Matches
Luis Suárez,uy URU,FW,Barcelona,es La Liga,32,1987,22.2,73,3.29,51,0,13,6,3,17,0.77,13,0,2,1,1,0,Matches
Mathías Suárez,uy URU,DF,Montpellier,fr Ligue 1,23,1996,0.7,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Neven Subotić,rs SRB,DF,Union Berlin,de Bundesliga,30,1988,21.8,12,0.55,11,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Isaac Success,ng NGA,"FW,MF",Watford,eng Premier League,23,1996,0.8,4,5.14,2,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Marek Suchý,cz CZE,DF,Augsburg,de Bundesliga,31,1988,4.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,23,1995,7.1,7,0.98,7,0,0,0,0,2,0.28,2,0,0,0,0,0,Matches
Ki Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ki Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,30,1989,1.5,2,1.31,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Stoppila Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,15.0,3,0.20,2,0,0,1,0,1,0.07,0,0,0,1,0,0,Matches
Andrew Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,2.6,1,0.38,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sam Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Suso,es ESP,"FW,MF",Sevilla,es La Liga,25,1993,8.7,34,3.90,21,4,6,1,2,4,0.46,2,1,1,0,0,0,Matches
Suso,es ESP,"FW,MF",Milan,it Serie A,25,1993,15.1,73,4.83,56,7,6,2,2,5,0.33,4,0,1,0,0,0,Matches
Bosko Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,2.6,2,0.77,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Markus Suttner,at AUT,"DF,MF",Düsseldorf,de Bundesliga,32,1987,14.9,31,2.08,21,6,0,3,1,4,0.27,3,1,0,0,0,0,Matches
Mattias Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,10.6,33,3.12,23,2,1,3,4,3,0.28,2,0,0,1,0,0,Matches
Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28.0,37,1.32,34,2,0,0,1,2,0.07,2,0,0,0,0,0,Matches
Moussa Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Eddy Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,12.7,33,2.59,24,0,3,3,2,6,0.47,4,0,0,1,0,1,Matches
Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,28.0,3,0.11,2,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Andrea Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,10.7,12,1.12,9,2,0,0,1,1,0.09,1,0,0,0,0,0,Matches
Tachi,es ESP,DF,Alavés,es La Liga,21,1997,2.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Panagiotis Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,21.5,47,2.19,41,1,0,1,4,3,0.14,3,0,0,0,0,0,Matches
Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,23.2,13,0.56,11,1,0,0,0,3,0.13,2,0,0,0,0,1,Matches
Flavien Tait,fr FRA,"MF,FW",Rennes,fr Ligue 1,26,1993,9.8,37,3.76,28,0,5,1,3,4,0.41,4,0,0,0,0,0,Matches
Mahdi Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,0.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adrien Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,5.8,9,1.56,9,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adrien Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,2.3,9,3.95,9,0,0,0,0,2,0.88,2,0,0,0,0,0,Matches
Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,5.8,2,0.34,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adil Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,11.8,5,0.43,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,25.5,54,2.12,46,6,0,1,1,4,0.16,3,0,0,1,0,0,Matches
Rodrigo Tarín,es ESP,DF,Leganés,es La Liga,23,1996,10.6,2,0.19,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
James Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38.0,26,0.68,22,0,0,4,0,7,0.18,5,0,0,2,0,0,Matches
Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Júlio Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,22.2,50,2.25,42,1,3,1,3,2,0.09,2,0,0,0,0,0,Matches
Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,21.6,21,0.97,19,0,0,0,2,1,0.05,1,0,0,0,0,0,Matches
Neil Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,12.1,10,0.82,10,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
Aurélien Tchouaméni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,12.3,14,1.14,12,0,0,1,1,2,0.16,1,0,0,0,1,0,Matches
Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,0.7,3,4.15,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Georg Teigl,at AUT,"DF,MF",Augsburg,de Bundesliga,28,1991,1.2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Álvaro Tejero,es ESP,DF,Eibar,es La Liga,23,1996,16.1,25,1.55,20,2,1,0,2,1,0.06,1,0,0,0,0,0,Matches
Bernard Tekpetey,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,21,1997,5.0,14,2.81,9,1,1,0,3,1,0.20,1,0,0,0,0,0,Matches
Nathan Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,0.0,1,30.00,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Cristian Tello,es ESP,"MF,FW",Betis,es La Liga,27,1991,8.7,20,2.29,16,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Lino Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Łukasz Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,2.5,6,2.43,6,0,0,0,0,2,0.81,2,0,0,0,0,0,Matches
Hidde ter Avest,nl NED,DF,Udinese,it Serie A,22,1997,6.5,13,1.99,12,1,0,0,0,1,0.15,1,0,0,0,0,0,Matches
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36.0,6,0.17,5,1,0,0,0,2,0.06,1,1,0,0,0,0,Matches
Simon Terodde,de GER,"FW,MF",Köln,de Bundesliga,31,1988,9.0,14,1.55,11,0,1,1,1,3,0.33,3,0,0,0,0,0,Matches
Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,5.0,1,0.20,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Martin Terrier,fr FRA,"FW,MF",Lyon,fr Ligue 1,22,1997,13.3,24,1.80,17,3,2,1,1,4,0.30,2,1,0,0,1,0,Matches
Kenny Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,11.9,29,2.43,26,1,1,0,1,2,0.17,2,0,0,0,0,0,Matches
Alexander Tettey,no NOR,"MF,DF",Norwich City,eng Premier League,33,1986,26.0,18,0.69,16,0,0,2,0,1,0.04,1,0,0,0,0,0,Matches
Florian Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,0.2,3,12.27,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,1.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Malick Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,17,2001,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,0.8,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,17,2002,6.2,4,0.65,4,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
Sada Thioub,sn SEN,"MF,FW",Angers,fr Ligue 1,24,1995,16.8,56,3.34,42,4,6,3,1,4,0.24,4,0,0,0,0,0,Matches
Jordan Thomas,eng ENG,FW,Norwich City,eng Premier League,,,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,,,3.0,15,5.06,15,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,26.0,9,0.35,9,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,23.0,77,3.34,59,5,4,1,8,5,0.22,4,0,0,0,1,0,Matches
Erik Thommy,de GER,"DF,FW",Düsseldorf,de Bundesliga,24,1994,25.1,88,3.51,42,17,13,4,12,9,0.36,3,3,2,0,1,0,Matches
Max Thompson,eng ENG,FW,Burnley,eng Premier League,17,2002,0.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Morten Thorsby,no NOR,"MF,DF",Sampdoria,it Serie A,23,1996,20.5,35,1.71,28,2,3,1,1,6,0.29,5,0,1,0,0,0,Matches
Marcus Thuram,fr FRA,FW,M'gladbach,de Bundesliga,21,1997,24.5,76,3.11,48,0,14,2,12,13,0.53,8,0,4,0,1,0,Matches
Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,6.6,11,1.68,9,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,31.4,93,2.96,80,5,1,2,5,9,0.29,9,0,0,0,0,0,Matches
Kieran Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,11.0,11,1.00,8,1,2,0,0,3,0.27,2,1,0,0,0,0,Matches
Cheick Timite,ci CIV,"MF,FW",Amiens,fr Ligue 1,21,1997,1.3,2,1.57,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
David Timor,es ESP,"MF,DF",Getafe,es La Liga,29,1989,10.5,17,1.62,8,7,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Marcel Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,13.4,10,0.75,10,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Jean-Clair Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,0.9,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jean-Clair Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,4.1,2,0.49,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Karl Toko Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,11.0,22,1.99,15,0,4,2,1,5,0.45,4,0,0,1,0,0,Matches
Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,6.0,14,2.34,12,0,1,1,0,3,0.50,2,0,0,1,0,0,Matches
Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,7.1,29,4.09,24,0,1,3,1,5,0.71,4,0,0,0,1,0,Matches
Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,22.4,40,1.79,37,2,1,0,0,4,0.18,4,0,0,0,0,0,Matches
Rafael Tolói,br BRA,DF,Atalanta,it Serie A,28,1990,28.0,39,1.39,32,1,2,3,1,9,0.32,7,0,0,1,1,0,Matches
Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,24,1994,11.9,28,2.34,10,0,7,3,7,2,0.17,0,0,0,0,1,1,Matches
Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,28.1,36,1.28,30,0,2,3,1,5,0.18,4,0,1,0,0,0,Matches
James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,17.6,5,0.28,4,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
Fikayo Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,14.3,14,0.98,14,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nenad Tomović,rs SRB,DF,SPAL,it Serie A,31,1987,17.5,17,0.97,15,1,1,0,0,2,0.11,2,0,0,0,0,0,Matches
Sandro Tonali,it ITA,MF,Brescia,it Serie A,19,2000,31.5,106,3.37,47,49,3,1,6,11,0.35,4,7,0,0,0,0,Matches
Lorenzo Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,7.6,1,0.13,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Toño,es ESP,DF,Levante,es La Liga,29,1989,17.7,36,2.04,30,5,1,0,0,4,0.23,3,1,0,0,0,0,Matches
Ömer Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,7.9,2,0.25,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ernesto Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,18.5,60,3.25,36,2,5,7,10,11,0.59,7,0,0,4,0,0,Matches
Lucas Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,28,1.67,19,3,2,2,2,2,0.12,2,0,0,0,0,0,Matches
Ferrán Torres,es ESP,"MF,FW",Valencia,es La Liga,19,2000,25.0,55,2.20,39,2,11,1,2,8,0.32,5,0,3,0,0,0,Matches
Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,24,1994,17.7,39,2.20,35,1,2,1,0,6,0.34,5,1,0,0,0,0,Matches
Pau Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33.0,17,0.51,16,0,0,1,0,2,0.06,2,0,0,0,0,0,Matches
Roberto Torres,es ESP,"MF,FW",Osasuna,es La Liga,30,1989,30.2,87,2.88,56,20,3,4,4,9,0.30,6,3,0,0,0,0,Matches
Lucas Torró,es ESP,"MF,FW",Eint Frankfurt,de Bundesliga,25,1994,3.7,4,1.09,1,0,1,1,1,0,0.00,0,0,0,0,0,0,Matches
Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,12,0.74,11,0,1,0,0,3,0.18,3,0,0,0,0,0,Matches
Cenk Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2.0,2,1.02,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
Cenk Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,7,2.16,6,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Abdoulaye Touré,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,42,1.70,28,0,5,4,5,2,0.08,1,0,1,0,0,0,Matches
Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,30,1.81,27,0,0,3,0,5,0.30,4,0,0,1,0,0,Matches
