player,nationality,position,squad,comp_level,age,birth_year,games,header_playing_minutes,header_playing_minutes_per_game,header_playing_minutes_pct,header_playing_minutes_90s,header_playing_games_starts,header_starts_minutes_per_start,header_starts_games_subs,header_subs_minutes_per_sub,header_subs_unused_subs,header_subs_points_per_match,header_team_success_on_goals_for,header_team_success_on_goals_against,header_team_success_plus_minus,header_team_success_plus_minus_per90,header_team_success_plus_minus_wowy,header_team_success_on_xg_for,header_xg_team_success_on_xg_against,header_xg_team_success_xg_plus_minus,header_xg_team_success_xg_plus_minus_per90,header_xg_team_success_xg_plus_minus_wowy,header_xg_team_success_matches
Jony,es ESP,DF,Lazio,it Serie A,28,1991,23,"1,122",49,34.6,12.5,13,69,10,22,11,2.00,20,15,+5,+0.40,-0.96,20.1,16.2,+3.9,+0.31,-0.20,Matches
Joan Jordán,es ESP,MF,Sevilla,es La Liga,25,1994,34,"2,254",66,65.9,25.0,27,76,7,30,0,1.85,31,15,+16,+0.64,+0.33,32.4,20.2,+12.3,+0.49,+0.30,Matches
Bruno Jordão,pt POR,FW,Wolves,eng Premier League,20,1998,1,7,7,0.2,0.1,0,,1,7,11,0.00,0,0,0,0.00,-0.29,0.0,0.2,-0.2,-2.52,-2.86,Matches
Jorge,br BRA,DF,Monaco,fr Ligue 1,23,1996,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
Jorginho,it ITA,MF,Chelsea,eng Premier League,27,1991,31,"2,379",77,69.6,26.4,27,85,4,23,4,1.65,45,40,+5,+0.19,-0.68,47.0,26.3,+20.8,+0.79,-0.04,Matches
Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29,"2,610",90,80.6,29.0,29,90,0,,1,0.72,27,59,-32,-1.10,+0.33,30.5,61.3,-30.9,-1.06,-1.05,Matches
Willian José,br BRA,FW,Real Sociedad,es La Liga,27,1991,37,"2,011",54,58.8,22.3,24,72,13,22,0,1.43,32,26,+6,+0.27,+0.14,26.9,21.7,+5.2,+0.23,+0.12,Matches
Joselu,es ESP,FW,Alavés,es La Liga,29,1990,36,"2,782",77,81.3,30.9,31,85,5,27,1,1.08,31,48,-17,-0.55,+0.58,34.3,43.3,-9.0,-0.29,+0.70,Matches
Jota,es ESP,"FW,MF",Aston Villa,eng Premier League,28,1991,10,335,34,9.8,3.7,4,61,6,15,11,0.70,1,5,-4,-1.07,-0.43,2.8,5.6,-2.7,-0.73,-0.05,Matches
Diogo Jota,pt POR,"FW,MF",Wolves,eng Premier League,22,1996,34,"2,284",67,66.8,25.4,27,78,7,26,0,1.44,26,28,-2,-0.08,-1.11,29.0,23.4,+5.5,+0.22,-0.36,Matches
Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,9,573,64,22.7,6.4,5,82,4,41,9,1.44,11,9,+2,+0.31,+0.13,7.9,6.7,+1.2,+0.19,+0.42,Matches
Dejan Joveljić,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1999,4,150,38,4.9,1.7,2,68,2,8,12,1.00,2,4,-2,-1.20,-1.23,1.7,2.0,-0.3,-0.15,-0.24,Matches
Stevan Jovetić,me MNE,"FW,MF",Monaco,fr Ligue 1,29,1989,9,473,53,18.8,5.3,5,79,4,19,0,1.22,6,6,0,0.00,0.00,7.2,5.5,+1.7,+0.32,+0.02,Matches
Luka Jović,rs SRB,FW,Real Madrid,es La Liga,21,1997,17,430,25,12.6,4.8,4,71,13,11,10,2.00,9,5,+4,+0.84,-0.40,9.6,3.7,+5.9,+1.24,+0.36,Matches
Juanmi,es ESP,"FW,MF",Betis,es La Liga,26,1993,8,264,33,7.7,2.9,2,62,6,24,5,0.63,3,5,-2,-0.68,-0.40,3.5,4.8,-1.3,-0.45,-0.43,Matches
David Juncà,es ESP,DF,Celta Vigo,es La Liga,25,1993,3,258,86,7.5,2.9,3,86,0,,4,0.00,2,7,-5,-1.74,-1.54,2.8,4.3,-1.5,-0.52,-0.43,Matches
Flavio Junior Bianchi,it ITA,FW,Genoa,it Serie A,19,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,19,2000,29,"1,450",50,44.8,16.1,18,67,11,22,4,1.31,26,26,0,0.00,-0.10,20.9,27.7,-6.9,-0.43,-0.29,Matches
Lago Junior,ci CIV,"MF,FW",Mallorca,es La Liga,28,1990,35,"2,188",63,64.0,24.3,24,80,11,25,1,0.86,19,35,-16,-0.66,0.00,22.3,35.4,-13.1,-0.54,+0.01,Matches
Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,19,2000,29,"1,364",47,39.9,15.2,12,81,17,23,5,2.21,27,14,+13,+0.86,-0.54,25.1,13.3,+11.8,+0.78,-0.24,Matches
James Justin,eng ENG,DF,Leicester City,eng Premier League,21,1998,13,"1,012",78,29.6,11.2,11,90,2,11,25,1.62,16,14,+2,+0.18,-0.72,19.0,11.9,+7.1,+0.63,+0.32,Matches
Julian Justvan,de GER,FW,Wolfsburg,de Bundesliga,21,1998,0,,,,,0,,0,,9,,,,,,,,,,,,Matches
Ferran Jutglà,es ESP,MF,Espanyol,es La Liga,20,1999,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Musa Juwara,gm GAM,"FW,MF",Bologna,it Serie A,17,2001,5,61,12,1.9,0.7,0,,5,12,16,1.40,3,1,+2,+2.95,+3.26,1.9,1.7,+0.2,+0.26,+0.26,Matches
Mathias Jørgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,9,498,55,16.3,5.5,5,78,4,28,5,0.89,5,16,-11,-1.99,-1.29,4.9,12.6,-7.7,-1.39,-0.88,Matches
Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,26,"1,777",68,58.1,19.7,21,82,5,10,4,1.15,22,38,-16,-0.81,-0.53,19.3,34.4,-15.1,-0.77,-0.81,Matches
Christian Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,27,"2,250",83,65.8,25.0,26,87,1,1,7,1.11,29,35,-6,-0.24,+1.45,31.8,35.2,-3.4,-0.14,+0.58,Matches
Julius Kade,de GER,MF,Union Berlin,de Bundesliga,20,1999,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,25,1994,27,"1,468",54,58.3,16.3,16,82,11,15,0,1.37,19,14,+5,+0.31,+0.99,18.5,18.7,-0.1,-0.01,+0.49,Matches
Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,27,1992,30,"2,474",82,80.8,27.5,28,87,2,21,3,1.60,45,40,+5,+0.18,+0.95,43.6,39.1,+4.5,+0.17,+0.93,Matches
Kylian Kaïboué,fr FRA,MF,Montpellier,fr Ligue 1,20,1998,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Florian Kainz,at AUT,"FW,MF",Köln,de Bundesliga,26,1992,28,"1,561",56,51.0,17.3,16,77,12,27,2,0.96,30,34,-4,-0.23,+0.61,29.1,25.6,+3.4,+0.20,+0.71,Matches
Gaël Kakuta,cd COD,"MF,FW",Amiens,fr Ligue 1,28,1991,24,"2,001",83,79.4,22.2,23,85,1,37,0,0.92,24,35,-11,-0.49,+0.89,21.2,25.8,-4.6,-0.21,+0.67,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,fr Ligue 1,17,2002,0,,,,,0,,0,,2,,,,,,,,,,,,Matches
Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,4,305,76,12.1,3.4,4,76,0,,0,0.25,0,4,-4,-1.18,+0.12,3.1,2.9,+0.2,+0.05,+0.57,Matches
Lovre Kalinić,hr CRO,GK,Aston Villa,eng Premier League,29,1990,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Nikola Kalinić,hr CRO,FW,Roma,it Serie A,31,1988,14,481,34,14.8,5.3,5,74,9,12,15,1.43,13,9,+4,+0.75,+0.13,11.4,7.1,+4.3,+0.81,+0.23,Matches
Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,33,1985,5,146,29,4.8,1.6,1,69,4,19,12,0.00,2,4,-2,-1.23,-0.95,2.8,3.1,-0.3,-0.19,+0.15,Matches
Samuel Kalu,ng NGA,"FW,DF",Bordeaux,fr Ligue 1,21,1997,20,"1,357",68,53.8,15.1,15,82,5,25,2,1.10,22,18,+4,+0.27,+0.11,15.4,21.9,-6.5,-0.43,-0.63,Matches
Pierre Kalulu,fr FRA,DF,Lyon,fr Ligue 1,19,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,de Bundesliga,22,1996,28,"1,969",70,64.3,21.9,22,82,6,28,4,1.14,33,39,-6,-0.27,-0.69,34.2,31.8,+2.4,+0.11,+0.09,Matches
François Kamano,gn GUI,"DF,MF",Bordeaux,fr Ligue 1,23,1996,11,648,59,25.7,7.2,7,84,4,15,5,1.36,9,8,+1,+0.14,-0.10,7.7,8.6,-0.9,-0.13,+0.01,Matches
Bingourou Kamara,fr FRA,GK,Strasbourg,fr Ligue 1,22,1996,0,,,,,0,,0,,26,,,,,,,,,,,,Matches
Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,19,1999,24,"2,139",89,84.9,23.8,24,89,0,,0,2.21,39,24,+15,+0.63,+1.34,31.9,26.3,+5.6,+0.23,+0.74,Matches
Hassane Kamara,gm GAM,"DF,FW",Reims,fr Ligue 1,24,1994,23,"1,709",74,67.8,19.0,18,89,5,20,3,1.57,16,14,+2,+0.11,-0.23,18.3,18.5,-0.2,-0.01,-0.27,Matches
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,28,1990,11,675,61,22.1,7.5,8,77,3,21,4,2.00,18,6,+12,+1.60,+0.39,17.1,8.3,+8.8,+1.17,+0.22,Matches
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,26,1993,29,"2,587",89,75.6,28.7,29,89,0,,0,1.62,49,36,+13,+0.45,+0.34,33.5,34.8,-1.3,-0.05,+0.52,Matches
Wilfried Kanga,fr FRA,FW,Angers,fr Ligue 1,21,1998,4,68,17,2.7,0.8,0,,4,16,8,0.50,1,2,-1,-1.32,-1.18,0.7,1.2,-0.4,-0.59,-0.57,Matches
Lee Kangin,kr KOR,"MF,FW",Valencia,es La Liga,18,2001,17,454,27,13.3,5.0,3,67,14,18,12,0.94,9,9,0,0.00,+0.21,4.4,6.7,-2.3,-0.46,-0.14,Matches
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,28,1991,22,"1,732",79,50.6,19.2,20,84,2,23,0,1.27,28,25,+3,+0.16,-0.48,31.6,18.2,+13.5,+0.70,-0.20,Matches
Rifet Kapić,ba BIH,MF,Paderborn 07,de Bundesliga,24,1995,0,,,,,0,,0,,12,,,,,,,,,,,,Matches
Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1,90,90,2.9,1.0,1,90,0,,32,1.00,2,2,0,0.00,+0.82,1.0,1.0,0.0,-0.04,+0.19,Matches
Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,23,1996,5,194,39,5.7,2.2,2,68,3,20,4,1.60,3,5,-2,-0.93,-0.65,1.8,3.4,-1.6,-0.76,-0.75,Matches
Kenan Karaman,tr TUR,FW,Düsseldorf,de Bundesliga,25,1994,20,"1,354",68,44.2,15.0,16,80,4,18,0,1.00,21,21,0,0.00,+1.64,16.9,21.2,-4.4,-0.29,+0.64,Matches
Yann Karamoh,fr FRA,"FW,MF",Parma,it Serie A,21,1998,13,549,42,16.9,6.1,5,68,8,26,12,0.46,8,11,-3,-0.49,-0.56,7.7,10.1,-2.4,-0.39,+0.13,Matches
Mamoudou Karamoko,fr FRA,MF,Wolfsburg,de Bundesliga,20,1999,1,9,9,0.3,0.1,0,,1,9,1,3.00,0,0,0,0.00,-0.06,0.2,0.0,+0.2,+2.19,+1.95,Matches
Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,34,1985,0,,,,,0,,0,,31,,,,,,,,,,,,Matches
Lino Kasten,de GER,GK,Wolfsburg,de Bundesliga,18,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,23,1996,17,"1,530",90,50.0,17.0,17,90,0,,17,0.88,18,31,-13,-0.76,+0.29,18.6,25.8,-7.2,-0.42,+0.45,Matches
Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,18,"1,316",73,43.0,14.6,16,76,2,54,3,1.22,24,30,-6,-0.41,+0.21,21.3,24.0,-2.7,-0.19,-0.07,Matches
Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,36,1983,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Joris Kayembe,be BEL,FW,Nantes,fr Ligue 1,24,1994,0,,,,,0,,0,,3,,,,,,,,,,,,Matches
Moise Kean,it ITA,FW,Everton,eng Premier League,19,2000,29,852,29,24.9,9.5,6,73,23,18,7,1.03,12,15,-3,-0.32,0.00,15.6,12.8,+2.8,+0.29,+0.37,Matches
Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,31,"2,559",83,74.8,28.4,28,90,3,13,6,1.39,32,42,-10,-0.35,-0.14,36.7,39.0,-2.4,-0.08,-0.38,Matches
Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,7,480,69,19.8,5.3,5,87,2,22,3,3.00,20,7,+13,+2.44,+0.68,18.3,6.4,+11.9,+2.23,+0.51,Matches
Jules Keita,gn GUI,"MF,FW",Dijon,fr Ligue 1,21,1998,3,158,53,6.3,1.8,1,91,2,34,0,0.00,0,2,-2,-1.14,-0.83,1.5,1.9,-0.4,-0.23,+0.27,Matches
Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,24,1995,18,815,45,23.8,9.1,9,73,9,18,9,2.33,19,7,+12,+1.33,-0.06,15.7,8.1,+7.6,+0.84,+0.08,Matches
Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,19,2000,3,174,58,5.7,1.9,2,65,1,45,7,1.00,5,3,+2,+1.03,+1.07,3.0,3.1,-0.1,-0.06,+0.54,Matches
Caoimhin Kelleher,ie IRL,GK,Liverpool,eng Premier League,20,1998,0,,,,,0,,0,,7,,,,,,,,,,,,Matches
Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,8,639,80,18.7,7.1,7,90,1,9,6,0.88,11,15,-4,-0.56,+0.12,10.6,11.3,-0.6,-0.09,+0.33,Matches
Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,19,"1,549",82,45.3,17.2,17,87,2,34,11,1.47,18,16,+2,+0.12,+1.13,15.6,23.5,-7.9,-0.46,-0.05,Matches
Kenedy,br BRA,"MF,DF",Getafe,es La Liga,23,1996,19,586,31,17.1,6.5,3,74,16,23,2,1.58,12,4,+8,+1.23,+1.29,8.9,4.7,+4.2,+0.64,+0.80,Matches
Kenedy,br BRA,"FW,MF",Chelsea,eng Premier League,23,1996,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,31,"2,717",88,88.8,30.2,31,88,0,,0,1.19,36,49,-13,-0.43,+1.41,32.4,46.4,-14.0,-0.46,-0.33,Matches
Franck Kessié,ci CIV,MF,Milan,it Serie A,22,1996,33,"2,736",83,84.4,30.4,31,86,2,38,2,1.79,51,37,+14,+0.46,+1.00,49.5,38.3,+11.3,+0.37,+0.45,Matches
Thomas Kessler,de GER,GK,Köln,de Bundesliga,33,1986,0,,,,,0,,0,,25,,,,,,,,,,,,Matches
Saîf-Eddine Khaoui,tn TUN,"MF,FW",Marseille,fr Ligue 1,24,1995,7,106,15,4.2,1.2,0,,7,14,19,2.00,1,1,0,0.00,-0.45,2.1,1.9,+0.2,+0.21,+0.09,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,16,"1,149",72,45.6,12.8,13,82,3,27,0,1.31,12,21,-9,-0.70,-0.25,11.8,15.4,-3.5,-0.28,-0.11,Matches
Rani Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,32,"2,649",83,86.6,29.4,32,83,0,,1,1.13,38,53,-15,-0.51,+0.15,37.5,46.9,-9.5,-0.32,+0.08,Matches
Sami Khedira,de GER,MF,Juventus,it Serie A,32,1987,12,681,57,21.0,7.6,9,68,3,23,2,2.67,10,5,+5,+0.66,-0.46,10.4,7.5,+2.9,+0.38,-0.47,Matches
Kike,es ESP,FW,Eibar,es La Liga,29,1989,27,"1,767",65,51.7,19.6,20,81,7,21,5,1.11,17,27,-10,-0.51,-0.13,21.8,24.2,-2.4,-0.12,+0.25,Matches
Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,15,"1,261",84,41.2,14.0,14,89,1,17,5,0.73,17,29,-12,-0.86,+0.39,17.4,28.5,-11.2,-0.80,+0.03,Matches
Gavin Kilkenny,ie IRL,MF,Bournemouth,eng Premier League,19,2000,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,3,185,62,5.4,2.1,2,90,1,5,30,1.33,1,2,-1,-0.49,-0.82,2.0,2.4,-0.4,-0.19,-0.56,Matches
Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,24,1995,33,"2,818",85,92.1,31.3,32,88,1,11,0,2.39,90,31,+59,+1.88,-1.46,76.5,30.8,+45.7,+1.46,+0.67,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,16,"1,225",77,50.4,13.6,14,85,2,18,5,2.63,42,12,+30,+2.20,+0.64,39.5,13.1,+26.3,+1.93,+0.23,Matches
Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,27,1992,26,"2,011",77,58.8,22.3,24,82,2,24,0,0.96,23,37,-14,-0.63,+0.08,26.5,32.4,-5.8,-0.26,+0.24,Matches
Nya Kirby,eng ENG,MF,Crystal Palace,eng Premier League,19,2000,0,,,,,0,,0,,4,,,,,,,,,,,,Matches
Giorgos Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,25,"1,631",65,50.3,18.1,17,85,8,24,9,1.32,28,30,-2,-0.11,-0.33,28.5,33.7,-5.2,-0.28,-0.04,Matches
Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,5,292,58,9.0,3.2,3,83,2,22,7,2.20,13,3,+10,+3.08,+1.83,12.0,4.7,+7.3,+2.25,+1.15,Matches
Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13,"1,072",82,33.1,11.9,13,82,0,,1,2.46,30,14,+16,+1.34,+1.55,23.8,13.8,+10.0,+0.84,+0.81,Matches
Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,33,"2,936",89,95.9,32.6,33,89,0,,0,0.94,39,65,-26,-0.80,-0.07,39.8,47.6,-7.7,-0.24,-0.23,Matches
Luis Klatte,de GER,GK,Hertha BSC,de Bundesliga,19,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Felix Klaus,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1992,23,670,29,21.9,7.4,6,70,17,15,8,1.52,7,7,0,0.00,-0.08,9.8,9.1,+0.6,+0.09,-0.20,Matches
Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,29,"2,203",76,68.0,24.5,24,89,5,11,3,1.14,33,38,-5,-0.20,-0.38,29.1,38.7,-9.6,-0.39,-0.03,Matches
Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,23,1995,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Niklas Klinger,de GER,GK,Wolfsburg,de Bundesliga,23,1995,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,7,585,84,17.1,6.5,7,84,0,,1,0.00,1,13,-12,-1.85,-0.67,4.4,9.6,-5.2,-0.80,-0.23,Matches
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,31,"2,643",85,86.4,29.4,31,85,0,,2,2.03,77,30,+47,+1.60,+2.25,64.5,31.4,+33.0,+1.12,+0.90,Matches
Justin Kluivert,nl NED,FW,Roma,it Serie A,20,1999,21,"1,496",71,46.2,16.6,19,76,2,29,8,1.81,36,22,+14,+0.84,+0.38,31.9,20.4,+11.5,+0.69,+0.15,Matches
Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,23,"1,878",82,61.4,20.9,20,90,3,26,10,1.35,29,38,-9,-0.43,-0.28,23.4,30.1,-6.7,-0.32,+0.04,Matches
Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,21,"1,594",76,52.1,17.7,17,88,4,23,13,1.71,30,19,+11,+0.62,+1.17,23.9,17.6,+6.3,+0.36,+0.23,Matches
Robin Koch,de GER,"DF,MF",Freiburg,de Bundesliga,23,1996,32,"2,705",85,88.4,30.1,31,87,1,17,0,1.50,42,43,-1,-0.03,-0.54,36.2,56.0,-19.9,-0.66,-0.80,Matches
Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,1,2,2,0.1,0.0,0,,1,2,8,0.00,0,0,0,0.00,+0.16,0.0,0.1,-0.1,-2.86,-2.36,Matches
Jonathan Kodjia,ci CIV,"FW,MF",Aston Villa,eng Premier League,29,1989,6,117,20,3.4,1.3,0,,6,20,6,0.50,1,6,-5,-3.85,-3.27,1.7,3.5,-1.8,-1.36,-0.69,Matches
Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,25,1993,12,364,30,10.6,4.0,4,69,8,11,7,1.17,5,6,-1,-0.25,-0.37,3.8,7.3,-3.5,-0.86,-0.74,Matches
Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,26,"1,445",56,47.2,16.1,16,75,10,25,5,1.50,32,29,+3,+0.19,+0.41,28.2,24.2,+4.0,+0.25,+0.33,Matches
Ali Koiki,eng ENG,DF,Burnley,eng Premier League,18,2000,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Koba Koindredi,fr FRA,MF,Valencia,es La Liga,17,2001,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,32,"2,698",84,78.9,30.0,30,88,2,28,0,1.94,44,20,+24,+0.80,+0.80,44.7,24.8,+19.9,+0.66,+0.38,Matches
Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,31,"2,642",85,81.5,29.4,29,90,2,16,4,1.97,61,35,+26,+0.89,+1.34,59.8,35.4,+24.4,+0.83,+1.19,Matches
Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,26,"1,701",65,49.7,18.9,19,81,7,23,3,1.58,28,26,+2,+0.11,-0.21,27.3,23.7,+3.6,+0.19,+0.75,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,15,"1,305",87,51.8,14.5,14,90,1,45,3,1.27,15,21,-6,-0.41,+0.33,12.6,20.0,-7.4,-0.51,-0.60,Matches
Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,16,"1,333",83,52.9,14.8,15,89,1,5,6,1.56,15,12,+3,+0.20,+0.05,16.3,18.4,-2.1,-0.14,-0.46,Matches
Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,8,569,71,18.6,6.3,6,90,2,15,4,2.38,15,5,+10,+1.58,+0.35,13.3,6.1,+7.3,+1.15,+0.18,Matches
Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,12,614,51,24.4,6.8,6,80,6,23,3,0.58,4,13,-9,-1.32,-0.85,5.0,11.3,-6.3,-0.92,-0.77,Matches
Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,27,"1,807",67,52.8,20.1,21,81,6,18,5,1.22,21,30,-9,-0.45,-0.56,19.7,26.6,-6.9,-0.34,0.00,Matches
Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,13,875,67,34.7,9.7,11,79,2,2,6,0.08,3,19,-16,-1.65,-0.55,8.1,14.0,-5.9,-0.61,-0.24,Matches
Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,18,"1,473",82,60.6,16.4,17,86,1,16,4,1.33,13,23,-10,-0.61,-1.55,18.7,20.6,-2.0,-0.12,-0.71,Matches
Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,5,140,28,5.6,1.6,1,68,4,18,0,1.20,4,2,+2,+1.29,+1.93,2.4,3.0,-0.5,-0.34,+0.15,Matches
Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,11,818,74,32.5,9.1,10,77,1,53,2,1.73,18,10,+8,+0.88,+0.51,10.4,11.2,-0.8,-0.09,-0.69,Matches
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1998,25,"2,039",82,59.6,22.7,24,84,1,16,13,1.08,23,39,-16,-0.71,-0.05,22.8,40.0,-17.2,-0.76,-0.17,Matches
Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,4,121,30,4.0,1.3,1,71,3,17,13,1.00,0,2,-2,-1.49,-1.21,1.4,0.7,+0.7,+0.55,+0.92,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,25,"2,183",87,86.6,24.3,25,87,0,,2,1.32,36,28,+8,+0.33,+0.86,26.1,29.6,-3.5,-0.14,-0.04,Matches
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,26,1992,33,"2,958",90,96.7,32.9,33,90,0,,0,1.36,58,57,+1,+0.03,+1.80,52.7,49.2,+3.5,+0.11,+0.88,Matches
Márk Kosznovszky,hu HUN,MF,Parma,it Serie A,17,2002,0,,,,,0,,0,,1,,,,,,,,,,,,Matches
Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,21,1997,5,241,48,7.4,2.7,3,64,2,25,2,1.20,2,2,0,0.00,+0.09,3.3,3.1,+0.2,+0.06,-0.01,Matches
Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,11,915,83,28.2,10.2,10,89,1,26,0,0.73,14,24,-10,-0.98,-0.44,12.7,18.4,-5.7,-0.56,-0.37,Matches
Nianzou Kouassi,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,17,2002,6,452,75,18.6,5.0,4,86,2,55,8,2.67,18,6,+12,+2.39,+0.61,15.2,3.3,+11.9,+2.38,+0.68,Matches
Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24,"2,160",90,70.6,24.0,24,90,0,,9,1.00,35,51,-16,-0.67,-0.47,32.1,40.7,-8.6,-0.36,-0.09,Matches
Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23,"1,925",84,59.4,21.4,22,86,1,42,2,1.43,38,31,+7,+0.33,+0.05,38.7,25.8,+13.0,+0.61,+0.05,Matches
Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,24,"1,541",64,61.2,17.1,17,80,7,26,4,0.54,18,29,-11,-0.64,+1.66,17.3,23.0,-5.7,-0.33,+0.30,Matches
Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,29,"2,309",80,67.5,25.7,25,89,4,23,8,2.03,39,22,+17,+0.66,+0.42,33.1,23.9,+9.3,+0.36,-0.08,Matches
Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,2,93,47,2.7,1.0,1,30,1,63,1,2.00,3,1,+2,+1.94,+2.67,2.2,1.9,+0.3,+0.28,+0.85,Matches
