player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_touches_touches,header_touches_touches_def_pen_area,header_touches_touches_def_3rd,header_touches_touches_mid_3rd,header_touches_touches_att_3rd,header_touches_touches_att_pen_area,header_touches_touches_live_ball,header_dribbles_dribbles_completed,header_dribbles_dribbles,header_dribbles_dribbles_completed_pct,header_dribbles_players_dribbled_past,header_dribbles_nutmegs,header_carries_carries,header_carries_carry_distance,header_carries_carry_progressive_distance,header_receiving_pass_targets,header_receiving_passes_received,header_receiving_passes_received_pct,miscontrols,dispossessed,matches
Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,27,1992,13.5,772,17,94,360,396,44,717,31,45,68.9,33,0,581,4364,2569,701,551,78.6,28,30,Matches
Tariq Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,18,0,3,8,9,1,13,0,0,,0,0,8,73,56,5,5,100.0,0,1,Matches
Tariq Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,326,22,110,137,108,11,280,23,30,76.7,24,1,211,1456,944,196,171,87.2,11,13,Matches
Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,491,63,288,219,13,3,478,0,0,,0,0,287,1859,986,291,282,96.9,0,2,Matches
Michael Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6.0,389,29,106,197,111,8,329,2,3,66.7,2,0,226,1050,467,264,232,87.9,2,0,Matches
Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,231,25,119,120,7,4,225,1,1,100.0,1,0,140,752,365,148,146,98.6,1,1,Matches
Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,105,2,24,53,30,5,104,1,1,100.0,1,0,53,190,58,81,61,75.3,3,1,Matches
Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,1993,15.3,941,14,117,558,337,34,881,28,42,66.7,28,0,733,4633,2375,858,708,82.5,26,24,Matches
Gianluca Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,17.9,563,14,62,267,267,116,515,22,35,62.9,25,1,351,2119,1020,847,398,47.0,57,39,Matches
Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,1192,115,485,779,36,4,1172,2,2,100.0,2,0,903,5957,4049,977,960,98.3,3,1,Matches
Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,27.4,1475,263,804,739,38,9,1391,7,7,100.0,7,0,778,5542,3594,830,811,97.7,6,1,Matches
Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,2.8,112,0,9,44,65,4,105,3,7,42.9,4,0,72,501,228,145,85,58.6,7,6,Matches
Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,1117,1024,1113,5,0,0,827,3,3,100.0,3,0,569,2573,1308,488,487,99.8,1,0,Matches
Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,27.1,802,22,77,346,433,155,767,13,38,34.2,15,0,472,3583,2130,989,519,52.5,80,29,Matches
Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,1074,207,728,353,41,18,1059,8,12,66.7,8,0,542,2854,1101,565,549,97.2,5,3,Matches
Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,1989,13.6,784,17,139,463,219,34,778,7,8,87.5,7,0,564,2674,1162,681,599,88.0,16,25,Matches
Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,1997,5.2,326,19,93,138,105,6,259,9,10,90.0,9,0,152,751,382,158,137,86.7,2,4,Matches
Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,800,42,208,473,168,18,776,19,32,59.4,21,1,514,2816,1498,533,480,90.1,16,19,Matches
Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.2,598,41,200,321,121,1,504,9,11,81.8,9,0,348,2042,1162,363,352,97.0,2,12,Matches
Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,1987,20.8,1222,109,593,637,70,14,1187,13,17,76.5,13,2,758,4135,2461,771,747,96.9,6,9,Matches
Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,1993,6.6,396,25,111,186,136,14,345,3,12,25.0,5,0,222,1620,921,247,212,85.8,9,5,Matches
Diego Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,133,4,32,85,35,3,117,1,2,50.0,1,0,86,583,380,99,90,90.9,1,0,Matches
Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,eng Premier League,23,1996,5.3,240,18,92,96,64,7,211,12,20,60.0,15,0,161,911,470,190,148,77.9,5,6,Matches
Valentino Lazaro,at AUT,"DF,MF",Inter,it Serie A,23,1996,3.6,244,5,54,85,120,10,206,6,14,42.9,6,0,162,1026,729,175,151,86.3,7,4,Matches
Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,28,1990,34.0,1862,90,363,857,745,111,1555,45,98,45.9,48,3,1097,7476,5240,1392,1163,83.5,37,20,Matches
Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,26.8,1232,42,295,450,615,85,1072,33,68,48.5,38,2,896,7429,5466,965,834,86.4,29,24,Matches
Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,32,2,3,17,14,3,30,0,0,,0,0,20,86,15,43,26,60.5,3,1,Matches
Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,1943,242,993,1044,46,23,1885,0,0,,0,0,1288,8086,4385,1396,1369,98.1,5,2,Matches
Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1990,27.3,1260,87,428,724,179,39,1222,4,7,57.1,4,1,690,3447,1696,821,724,88.2,24,8,Matches
James Lea Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12.0,574,26,134,349,127,20,560,9,16,56.3,11,0,385,2322,1403,415,373,89.9,15,22,Matches
Rafael Leão,pt POR,FW,Milan,it Serie A,20,1999,14.7,608,5,44,267,365,90,600,35,54,64.8,38,3,453,4063,2655,733,504,68.8,28,28,Matches
Adrien Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,7,0,1,4,2,0,6,1,1,100.0,1,0,5,31,19,5,3,60.0,0,0,Matches
Mathew Leckie,au AUS,"DF,FW",Hertha BSC,de Bundesliga,28,1991,2.2,117,5,25,54,42,7,109,2,2,100.0,2,0,72,429,181,82,61,74.4,7,2,Matches
Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28.0,944,818,938,10,1,0,654,0,0,,0,0,390,2222,1188,333,331,99.4,1,0,Matches
Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25.0,1565,81,423,786,483,55,1517,30,40,75.0,31,3,1131,6847,3634,1266,1098,86.7,38,45,Matches
Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,565,48,304,263,30,2,524,5,6,83.3,5,0,361,1691,925,370,365,98.6,3,3,Matches
Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,27,1991,19.1,516,17,84,215,248,93,505,17,32,53.1,17,0,290,2090,1294,615,326,53.0,32,13,Matches
Toni Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,766,106,467,334,21,7,746,5,5,100.0,5,0,432,2750,1423,462,450,97.4,4,3,Matches
Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,645,17,177,353,165,11,623,7,13,53.8,9,0,469,2739,1639,530,484,91.3,9,10,Matches
Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,1346,72,366,864,180,8,1314,7,12,58.3,9,1,857,4163,2099,873,842,96.4,7,14,Matches
Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,249,22,136,103,18,5,231,2,3,66.7,2,0,123,592,227,117,112,95.7,0,5,Matches
Iñigo Lekue,es ESP,"FW,DF",Athletic Club,es La Liga,26,1993,6.9,388,19,81,167,169,9,343,11,37,29.7,14,4,252,1822,1144,304,241,79.3,15,13,Matches
Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1.0,30,30,30,0,0,0,21,0,0,,0,0,14,62,18,14,14,100.0,0,0,Matches
Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,524,7,68,301,205,11,486,21,38,55.3,23,1,374,2607,1460,420,353,84.0,24,10,Matches
Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,17,2002,0.2,7,0,0,1,6,2,7,0,1,0.0,0,0,6,45,16,7,4,57.1,0,3,Matches
Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,2376,325,1096,1390,51,12,2322,5,9,55.6,5,0,1771,9816,6000,1858,1834,98.7,0,6,Matches
Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,189,12,39,79,83,6,187,6,8,75.0,6,0,125,788,467,156,115,73.7,7,5,Matches
Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,1074,973,1067,8,0,0,768,1,2,50.0,1,0,497,1995,1050,444,442,99.5,0,0,Matches
Christopher Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,1479,86,484,689,398,23,1161,25,39,64.1,26,1,690,4234,2262,750,644,85.9,27,21,Matches
Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,49,44,48,1,0,0,34,0,0,,0,0,19,88,34,15,15,100.0,0,0,Matches
Pedro León,es ESP,"MF,FW",Eibar,es La Liga,32,1986,21.1,945,12,80,355,552,64,819,20,38,52.6,26,2,534,3048,1397,859,588,68.5,43,34,Matches
Sergio León,es ESP,FW,Levante,es La Liga,30,1989,7.5,191,2,15,85,97,32,180,2,10,20.0,3,0,118,575,257,268,132,49.3,20,8,Matches
Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,13.4,655,24,128,365,180,21,648,4,11,36.4,4,0,400,1529,622,516,435,84.3,13,11,Matches
Mehdi Léris,fr FRA,"MF,FW",Sampdoria,it Serie A,21,1998,4.4,232,10,46,100,109,10,223,11,18,61.1,12,0,176,1249,632,214,167,78.0,11,8,Matches
Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30.0,1699,126,506,978,285,18,1676,26,34,76.5,28,1,1014,4749,2012,1026,952,92.8,23,21,Matches
Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,9.0,307,282,306,1,0,0,189,1,1,100.0,1,0,113,541,333,103,102,99.0,0,0,Matches
Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,1205,15,39,458,787,258,1176,61,106,57.5,71,2,905,5126,2513,1606,1002,62.4,86,63,Matches
Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,1599,125,659,683,395,23,1352,37,62,59.7,39,2,961,7358,4286,1031,925,89.7,26,23,Matches
Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,300,5,17,167,138,39,277,7,13,53.8,9,0,179,1077,605,399,219,54.9,23,29,Matches
Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,731,68,247,341,191,3,559,5,10,50.0,6,0,325,2071,1166,356,304,85.4,7,8,Matches
Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,1214,29,228,724,352,9,1091,15,25,60.0,16,0,830,4671,2363,862,797,92.5,18,16,Matches
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,1236,198,776,547,31,5,1202,3,3,100.0,3,0,820,6506,3514,863,851,98.6,2,2,Matches
Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,1796,240,804,1031,51,22,1760,1,1,100.0,1,0,1112,5973,2894,1257,1239,98.6,4,3,Matches
Isaac Lihadji,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,2002,0.3,20,0,4,10,8,0,18,0,0,,0,0,14,169,126,23,17,73.9,1,2,Matches
Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,146,7,44,86,30,1,118,1,1,100.0,1,0,89,519,328,91,82,90.1,0,3,Matches
Anderson Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.6,44,0,7,25,16,3,41,3,3,100.0,3,0,34,261,175,36,27,75.0,2,2,Matches
Lucas Lima,br BRA,"FW,DF",Nantes,fr Ligue 1,27,1991,3.0,201,5,48,87,82,2,164,2,3,66.7,2,1,120,826,511,142,124,87.3,3,4,Matches
Anthony Limbombe,be BEL,"FW,MF",Nantes,fr Ligue 1,25,1994,1.7,78,4,13,40,34,5,75,1,4,25.0,1,0,51,490,330,75,54,72.0,3,3,Matches
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,2308,344,1248,1132,70,11,2252,3,8,37.5,4,0,1466,8828,4914,1571,1556,99.0,7,4,Matches
Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,21.4,978,29,186,465,398,60,955,28,49,57.1,31,1,712,4430,2720,728,601,82.6,35,32,Matches
Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26,1992,10.4,520,2,27,269,262,38,500,9,18,50.0,10,1,382,2256,1112,556,408,73.4,23,12,Matches
Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,28.2,1511,78,424,693,523,64,1316,47,71,66.2,50,2,989,7369,5008,1078,933,86.5,32,22,Matches
Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,1841,261,1001,939,45,16,1807,6,8,75.0,6,0,1249,8382,4939,1291,1275,98.8,5,4,Matches
Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,237,3,10,89,149,69,230,5,9,55.6,6,0,144,621,217,340,196,57.6,11,9,Matches
Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,24,1995,15.2,676,22,114,389,208,51,671,25,33,75.8,27,1,497,3237,1572,534,446,83.5,19,31,Matches
Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3.0,198,35,134,75,1,0,196,0,0,,0,0,140,594,325,155,152,98.1,2,0,Matches
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,622,590,622,0,0,0,435,0,1,0.0,0,0,241,1077,614,222,220,99.1,1,0,Matches
Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,23,1996,16.6,1233,29,191,704,448,28,1156,38,68,55.9,41,1,893,6824,3770,951,862,90.6,22,25,Matches
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,7.5,640,11,126,444,112,4,628,5,7,71.4,6,0,457,2137,974,556,532,95.7,3,3,Matches
Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,883,16,175,593,184,13,872,10,15,66.7,10,0,670,4090,1872,729,659,90.4,7,20,Matches
Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,194,1,16,101,88,28,183,2,4,50.0,2,0,125,707,289,257,154,59.9,14,11,Matches
Jürgen Locadia,nl NED,"MF,FW",Brighton,eng Premier League,25,1993,1.0,34,0,2,16,17,8,34,1,1,100.0,1,0,25,105,59,43,22,51.2,8,2,Matches
Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,27.2,2390,110,480,1501,556,32,2297,45,67,67.2,46,1,1639,8550,4966,1914,1827,95.5,27,37,Matches
Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,1570,64,456,697,500,38,1279,14,30,46.7,15,1,890,4884,2830,927,818,88.2,25,32,Matches
Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1996,2.3,145,6,18,79,57,12,144,2,2,100.0,2,0,101,631,320,147,116,78.9,2,3,Matches
Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,138,2,27,88,33,2,133,0,1,0.0,0,0,101,418,224,110,101,91.8,1,2,Matches
Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,254,35,153,108,4,3,251,1,1,100.0,1,0,101,474,173,121,117,96.7,0,1,Matches
Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,611,16,48,256,329,71,606,8,18,44.4,9,0,295,1548,721,885,456,51.5,62,27,Matches
Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,274,9,67,167,48,5,270,5,7,71.4,5,0,169,598,228,206,192,93.2,4,8,Matches
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,850,39,222,490,172,9,806,9,14,64.3,10,1,479,2238,890,558,497,89.1,18,19,Matches
Ademola Lookman,eng ENG,"MF,FW",RB Leipzig,de Bundesliga,21,1997,3.4,211,1,24,97,118,19,199,7,16,43.8,7,0,166,1291,806,178,147,82.6,13,7,Matches
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26.0,867,780,857,12,0,0,638,0,0,,0,0,412,1715,924,386,385,99.7,0,0,Matches
Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,65,0,7,42,21,0,60,2,3,66.7,2,0,51,240,85,59,43,72.9,3,3,Matches
Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,34,0,4,16,16,3,33,1,1,100.0,1,0,30,195,70,44,28,63.6,1,1,Matches
Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,31,1988,16.0,659,12,44,346,327,73,642,15,30,50.0,15,1,434,3398,2042,805,525,65.2,39,26,Matches
David López,es ESP,"DF,MF",Espanyol,es La Liga,29,1989,27.3,1623,138,627,951,140,21,1583,8,9,88.9,8,0,1012,5359,2904,1078,1014,94.1,9,18,Matches
Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,1232,1062,1225,9,0,0,797,3,4,75.0,4,0,505,3293,2196,393,392,99.7,0,0,Matches
Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1.0,45,6,17,14,15,0,37,0,0,,0,0,19,107,55,19,17,89.5,0,1,Matches
Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,888,54,288,437,214,6,742,14,21,66.7,15,2,481,2718,1470,446,413,92.6,10,9,Matches
Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,269,27,130,146,15,2,258,0,2,0.0,1,0,199,1074,642,219,214,97.7,1,0,Matches
Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,21,1997,12.3,982,9,157,602,295,25,953,15,29,51.7,18,2,781,4678,2692,946,822,86.9,13,13,Matches
Pau López,es ESP,GK,Roma,it Serie A,24,1994,31.0,1078,944,1074,5,0,0,801,0,0,,0,0,579,2371,1207,503,500,99.4,1,0,Matches
Roberto López,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.3,37,1,2,19,21,0,36,2,2,100.0,2,0,34,142,29,35,30,85.7,0,3,Matches
Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,1374,25,222,892,341,14,1240,19,23,82.6,20,0,933,5010,2120,997,919,92.2,13,25,Matches
Iker Losada,es ESP,"MF,FW",Celta Vigo,es La Liga,17,2001,0.1,12,0,1,5,6,1,12,0,0,,0,0,8,40,21,11,8,72.7,2,0,Matches
Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,28,5,16,14,0,0,28,2,3,66.7,2,0,20,67,53,16,16,100.0,1,0,Matches
Imran Louza,fr FRA,"MF,FW",Nantes,fr Ligue 1,20,1999,22.3,1413,14,212,823,472,35,1289,26,52,50.0,30,3,914,5264,2840,1195,964,80.7,36,34,Matches
Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,2,0,2,1,0,0,2,0,0,,0,0,1,20,18,1,1,100.0,0,0,Matches
Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,730,75,354,407,22,13,715,1,1,100.0,1,0,436,2461,1420,489,486,99.4,2,1,Matches
Eduard Löwen,de GER,"MF,FW",Augsburg,de Bundesliga,22,1997,7.5,365,13,68,207,114,9,329,9,19,47.4,10,0,233,1197,644,296,228,77.0,19,23,Matches
Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,190,8,42,121,39,1,183,11,13,84.6,12,0,138,747,346,134,116,86.6,6,5,Matches
Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17.0,928,80,269,476,237,10,769,11,18,61.1,11,0,430,2047,1196,471,436,92.6,11,5,Matches
Hirving Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.1,512,2,46,187,330,75,501,23,41,56.1,28,0,430,3398,2143,550,400,72.7,29,23,Matches
Pol Lozano,es ESP,"MF,FW",Espanyol,es La Liga,19,1999,1.9,105,2,31,68,11,1,103,1,1,100.0,1,0,72,403,131,73,66,90.4,1,1,Matches
Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1.0,60,7,34,28,1,1,49,0,0,,0,0,32,173,96,34,32,94.1,0,0,Matches
Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,36,5,16,19,3,1,34,2,4,50.0,2,0,23,122,70,24,21,87.5,0,2,Matches
Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,188,3,44,117,40,7,186,6,9,66.7,6,0,155,671,242,149,138,92.6,4,8,Matches
Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,32.8,1795,469,1182,688,40,12,1708,7,9,77.8,7,1,1057,6185,3291,1133,1116,98.5,4,5,Matches
José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,22.1,1255,81,423,577,362,44,1064,31,51,60.8,32,0,775,5990,3777,834,754,90.4,14,17,Matches
José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,32,1987,28.0,999,15,123,430,542,140,970,51,104,49.0,58,5,782,6251,3987,1124,754,67.1,71,53,Matches
José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.2,1646,187,803,843,73,22,1567,4,5,80.0,4,0,936,5261,2036,904,890,98.5,12,8,Matches
José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,8,1,1,5,2,1,8,1,1,100.0,1,0,10,20,8,9,6,66.7,1,0,Matches
David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,2050,392,1183,972,54,19,1946,4,9,44.4,4,0,1332,9431,5693,1454,1427,98.1,7,6,Matches
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29.0,1521,109,439,910,300,36,1458,30,41,73.2,34,2,942,6294,3396,1038,926,89.2,24,28,Matches
Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,3.9,173,6,40,60,84,4,149,6,11,54.5,6,2,110,769,539,117,101,86.3,2,1,Matches
Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,31.1,1100,29,53,472,623,218,1054,20,36,55.6,22,1,719,3711,2076,1498,862,57.5,64,60,Matches
Dodi Lukebakio,cd COD,"FW,MF",Hertha BSC,de Bundesliga,21,1997,22.6,929,14,139,423,443,70,879,54,82,65.9,58,3,702,5045,2913,955,642,67.2,60,54,Matches
Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,18.7,937,38,186,555,272,29,902,19,34,55.9,22,1,635,4578,2653,727,613,84.3,22,16,Matches
Senad Lulić,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,1035,45,288,410,410,39,937,37,57,64.9,41,2,724,4939,2834,735,663,90.2,12,21,Matches
John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,1488,57,257,704,617,64,1466,17,34,50.0,20,4,972,5340,1931,1274,1059,83.1,36,21,Matches
Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,427,50,186,268,18,0,410,0,0,,0,0,298,2250,1434,318,313,98.4,0,3,Matches
Arnaud Lusamba,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,559,10,102,307,193,14,526,21,31,67.7,21,0,436,1888,803,487,407,83.6,22,21,Matches
Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10.0,445,413,445,0,0,0,329,0,0,,0,0,246,1100,536,204,204,100.0,0,0,Matches
Lyanco,br BRA,DF,Torino,it Serie A,22,1997,12.6,781,104,444,369,29,3,757,9,15,60.0,10,0,481,3063,1563,487,482,99.0,4,3,Matches
Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,13.4,747,86,281,328,185,8,634,10,18,55.6,11,0,400,2284,1375,449,403,89.8,8,7,Matches
Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,29,1990,21.6,1362,77,472,878,87,5,1338,6,8,75.0,6,0,840,4037,1787,955,911,95.4,8,8,Matches
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,183,2,25,72,93,6,152,3,6,50.0,4,0,89,431,232,120,94,78.3,7,9,Matches
Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,26,1993,23.7,896,22,126,335,529,82,821,51,87,58.6,52,5,637,5622,3892,815,560,68.7,51,36,Matches
Yvann Macon,GPE,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,84,1,25,41,25,0,65,1,1,100.0,1,0,37,143,84,42,36,85.7,0,2,Matches
James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,2010,20,212,1038,877,84,1779,56,83,67.5,58,6,1455,7734,3579,1651,1439,87.2,46,47,Matches
Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,566,78,335,260,12,9,540,2,3,66.7,2,0,274,1669,808,293,278,94.9,3,3,Matches
Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,1318,70,317,847,207,3,1258,9,10,90.0,9,0,873,3476,1565,984,943,95.8,5,9,Matches
Giangiacomo Magnani,it ITA,"DF,MF",Brescia,it Serie A,23,1995,1.3,52,12,33,16,5,5,52,1,1,100.0,1,0,30,131,77,32,31,96.9,0,1,Matches
Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,97,9,40,56,4,3,92,0,0,,0,0,58,289,151,61,60,98.4,1,0,Matches
Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,211,12,63,123,47,3,210,3,4,75.0,3,0,139,839,492,139,135,97.1,2,3,Matches
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38.0,2828,428,1430,1472,167,57,2756,10,13,76.9,10,0,1833,14285,8408,1959,1915,97.8,7,10,Matches
Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,61,5,17,43,4,0,61,3,4,75.0,3,0,37,211,101,36,35,97.2,3,2,Matches
Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,1476,24,122,602,876,149,1401,60,94,63.8,61,1,1154,7920,4574,1367,1154,84.4,33,38,Matches
Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,44,2,6,33,6,0,41,0,0,,0,0,27,134,43,29,27,93.1,0,1,Matches
Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,381,11,84,226,95,4,368,7,7,100.0,7,0,274,1651,838,296,271,91.6,8,10,Matches
Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,1647,51,408,1050,317,30,1628,36,48,75.0,36,0,1173,7319,3489,1194,1092,91.5,33,33,Matches
