player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_tackles_tackles,header_tackles_tackles_won,header_tackles_tackles_def_3rd,header_tackles_tackles_mid_3rd,header_tackles_tackles_att_3rd,header_dribbles_def_dribble_tackles,header_dribbles_def_dribbles_vs,header_dribbles_def_dribble_tackles_pct,header_dribbles_def_dribbled_past,header_pressures_pressures,header_pressures_pressure_regains,header_pressures_pressure_regain_pct,header_pressures_pressures_def_3rd,header_pressures_pressures_mid_3rd,header_pressures_pressures_att_3rd,header_blocks_blocks,header_blocks_blocked_shots,header_blocks_blocked_shots_saves,header_blocks_blocked_passes,interceptions,clearances,errors,matches
Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,27,14,20,6,1,9,21,42.9,12,206,48,23.3,105,79,22,28,2,0,26,14,28,0,Matches
Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,25,16,11,12,2,6,15,40.0,9,155,50,32.3,55,84,16,16,7,0,9,27,38,0,Matches
Paul Delecroix,fr FRA,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,10.0,28,14,22,4,2,9,16,56.3,7,115,36,31.3,61,36,18,19,6,0,13,15,34,0,Matches
Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,32,20,9,12,11,13,29,44.8,16,347,103,29.7,45,140,162,22,8,0,14,4,11,0,Matches
Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,29,11,11,11,7,11,32,34.4,21,189,55,29.1,76,87,26,22,6,0,16,16,19,1,Matches
Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,12,9,1,6,5,3,18,16.7,15,292,77,26.4,9,107,176,21,7,0,14,2,27,1,Matches
Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,0,0,0,0,0,0,3,0.0,3,58,10,17.2,9,31,18,4,0,0,4,0,0,0,Matches
Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.2,10,6,8,2,0,3,5,60.0,2,32,9,28.1,22,8,2,6,4,1,2,4,28,0,Matches
Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,33,22,7,20,6,8,28,28.6,20,323,117,36.2,89,168,66,27,5,0,22,20,12,0,Matches
Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,45,28,19,20,6,16,43,37.2,27,304,97,31.9,98,165,41,29,2,0,27,12,26,1,Matches
Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,8.9,20,12,14,4,2,9,27,33.3,18,187,53,28.3,74,87,26,7,1,0,6,9,12,0,Matches
Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,22,16,16,6,0,7,15,46.7,8,144,53,36.8,99,40,5,42,30,0,12,16,105,0,Matches
Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,24,1995,31.1,68,40,41,19,8,23,62,37.1,39,573,164,28.6,251,257,65,53,13,0,40,38,95,3,Matches
Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,11,9,2,6,3,4,11,36.4,7,135,40,29.6,12,85,38,6,1,0,5,1,1,0,Matches
Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,22.9,48,32,29,16,3,26,42,61.9,16,261,76,29.1,131,101,29,44,10,0,34,32,108,2,Matches
Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,22,1997,19.1,45,25,21,18,6,15,37,40.5,22,383,87,22.7,127,159,97,39,3,0,36,15,28,0,Matches
Memphis Depay,nl NED,"FW,MF",Lyon,fr Ligue 1,25,1994,11.3,9,9,5,2,2,2,8,25.0,6,159,45,28.3,21,73,65,4,0,0,4,2,2,0,Matches
Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,9.9,7,5,5,2,0,2,8,25.0,6,105,31,29.5,72,33,0,24,17,0,7,11,70,0,Matches
Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,19.8,22,15,11,9,2,9,29,31.0,20,292,72,24.7,83,145,64,21,3,0,18,10,24,0,Matches
Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,3,3,0,2,1,1,2,50.0,1,43,9,20.9,2,21,20,1,0,0,1,0,0,0,Matches
Mattia Destro,it ITA,"FW,MF",Genoa,it Serie A,28,1991,1.7,0,0,0,0,0,0,0,,0,29,6,20.7,1,8,20,1,0,0,1,0,0,0,Matches
Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,29,21,15,8,6,13,66,19.7,53,511,133,26.0,113,208,190,16,0,0,16,24,6,0,Matches
Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,0,0,0,0,0,0,2,0.0,2,44,7,15.9,4,14,26,3,1,0,2,0,5,0,Matches
Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,13.0,3,2,0,2,1,0,6,0.0,6,191,55,28.8,13,68,110,3,0,0,3,0,11,0,Matches
Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,11.7,7,6,3,3,1,2,18,11.1,16,158,41,25.9,24,69,65,13,3,0,10,3,3,0,Matches
Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,32.0,61,42,31,21,9,34,72,47.2,38,388,121,31.2,174,151,63,47,13,1,34,30,73,0,Matches
Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,31,1988,22.2,21,13,4,9,8,7,42,16.7,35,410,104,25.4,67,175,168,20,3,0,17,9,1,0,Matches
Boulaye Dia,fr FRA,FW,Reims,fr Ligue 1,22,1996,20.1,21,13,12,5,4,2,16,12.5,14,319,92,28.8,44,143,132,16,2,0,14,7,20,0,Matches
Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,13.2,18,10,7,7,4,3,11,27.3,8,378,99,26.2,100,188,90,15,0,0,15,9,8,1,Matches
Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,19.7,9,4,3,6,0,2,13,15.4,11,239,71,29.7,33,120,86,15,0,0,15,8,1,0,Matches
Mouctar Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16.0,14,10,10,3,1,3,10,30.0,7,124,39,31.5,77,42,5,23,14,0,9,12,101,1,Matches
Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,21,14,15,6,0,11,19,57.9,8,122,41,33.6,83,35,4,23,9,0,14,23,76,3,Matches
Abdou Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,13.3,17,10,8,8,1,6,15,40.0,9,150,56,37.3,74,70,6,22,6,0,16,11,40,0,Matches
Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,3,2,1,1,1,0,8,0.0,8,465,90,19.4,20,237,208,10,3,0,7,2,39,0,Matches
Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,48,38,21,25,2,10,23,43.5,13,317,102,32.2,114,180,23,15,2,0,13,23,27,1,Matches
Moussa Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1.0,3,1,2,1,0,1,1,100.0,0,15,4,26.7,9,6,0,0,0,0,0,3,4,0,Matches
Raphael Dias Belloli,br BRA,"MF,FW",Rennes,fr Ligue 1,23,1996,18.8,30,20,7,18,5,9,39,23.1,30,370,93,25.1,66,179,125,34,3,0,31,22,14,0,Matches
Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,15.9,44,29,14,23,7,10,29,34.5,19,302,90,29.8,107,162,33,23,1,0,22,35,19,3,Matches
Brahim Díaz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1999,0.7,1,1,0,1,0,0,0,,0,14,2,14.3,4,6,4,1,0,0,1,0,0,0,Matches
Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,79,45,35,39,5,27,67,40.3,40,405,120,29.6,180,169,56,88,24,0,64,49,131,0,Matches
Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,35,19,24,10,1,13,21,61.9,8,199,64,32.2,123,67,9,54,20,0,34,35,98,1,Matches
Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,25,14,13,10,2,6,22,27.3,16,204,54,26.5,92,93,19,26,11,0,15,19,78,0,Matches
Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,87,39,58,22,7,30,66,45.5,36,496,132,26.6,248,156,92,69,10,0,59,46,144,1,Matches
Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38.0,30,20,20,9,1,6,15,40.0,9,133,46,34.6,84,37,12,32,16,1,16,35,259,2,Matches
Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,16,10,8,6,2,8,12,66.7,4,113,38,33.6,50,48,15,21,1,0,20,10,27,1,Matches
Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,15,6,9,3,3,6,21,28.6,15,205,48,23.4,74,84,47,45,1,0,44,18,5,0,Matches
Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,3.8,6,4,3,2,1,4,9,44.4,5,49,20,40.8,13,21,15,7,1,0,6,0,10,0,Matches
Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,0.3,1,1,0,1,0,0,0,,0,8,5,62.5,5,2,1,1,0,0,1,1,1,0,Matches
Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,11,7,2,6,3,2,19,10.5,17,212,57,26.9,28,124,60,11,0,0,11,5,2,0,Matches
Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,8,8,0,6,2,2,9,22.2,7,170,50,29.4,3,85,82,3,0,0,3,1,0,0,Matches
Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,32,16,22,10,0,15,32,46.9,17,243,84,34.6,156,79,8,47,21,0,26,46,190,3,Matches
Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25.0,43,27,10,27,6,15,44,34.1,29,414,113,27.3,92,254,68,37,8,0,29,36,50,1,Matches
Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,1,1,0,1,0,0,1,0.0,1,24,3,12.5,11,13,0,3,0,0,3,0,2,0,Matches
Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,34,23,23,10,1,13,25,52.0,12,187,61,32.6,111,64,12,44,25,0,19,25,155,1,Matches
Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,9,8,4,4,1,5,11,45.5,6,78,30,38.5,37,35,6,8,1,0,7,10,48,0,Matches
Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,51,28,35,16,0,15,28,53.6,13,275,101,36.7,163,102,10,24,9,0,15,35,232,0,Matches
Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,29,18,18,6,5,8,23,34.8,15,265,79,29.8,67,120,78,24,2,0,22,10,12,0,Matches
Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,8.0,25,11,17,8,0,4,13,30.8,9,145,37,25.5,97,45,3,37,19,0,18,13,51,1,Matches
Alexander Djiku,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,65,40,40,24,1,25,41,61.0,16,304,105,34.5,167,126,11,30,10,0,20,52,138,1,Matches
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,29.4,52,22,22,29,1,26,48,54.2,22,349,125,35.8,160,169,20,36,17,0,19,47,152,1,Matches
Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0,0,0,0,0,0,0,,0,4,0,0.0,0,3,1,0,0,0,0,0,0,0,Matches
Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35.0,0,0,0,0,0,0,3,0.0,3,5,0,0.0,5,0,0,1,0,0,1,4,2,0,Matches
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,65,33,36,25,4,26,50,52.0,24,379,107,28.2,181,141,57,64,5,0,59,38,78,1,Matches
Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21.0,16,8,1,4,11,9,25,36.0,16,379,87,23.0,17,154,208,18,4,0,14,9,28,0,Matches
Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,3,1,1,1,1,1,5,20.0,4,53,19,35.8,11,25,17,2,0,0,2,1,0,0,Matches
Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,0,0,0,0,0,0,2,0.0,2,0,0,,0,0,0,0,0,0,0,1,0,2,Matches
Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,6.9,17,14,12,5,0,8,21,38.1,13,205,66,32.2,64,113,28,12,1,0,11,10,7,0,Matches
Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,17.6,29,23,21,4,4,11,32,34.4,21,169,53,31.4,94,49,26,35,12,1,23,22,39,1,Matches
Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,0,0,0,0,0,0,1,0.0,1,19,3,15.8,1,7,11,1,0,0,1,0,1,0,Matches
Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,22,1996,6.8,5,3,4,0,1,1,11,9.1,10,106,23,21.7,10,55,41,3,0,0,3,1,4,0,Matches
Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.6,13,7,2,7,4,3,16,18.8,13,345,66,19.1,30,144,171,10,1,0,9,5,2,0,Matches
Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,33.6,0,0,0,0,0,0,2,0.0,2,6,2,33.3,6,0,0,0,0,0,0,3,1,4,Matches
Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,44,31,31,10,3,14,24,58.3,10,184,72,39.1,118,56,10,40,14,0,26,26,139,0,Matches
Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,36,22,11,19,6,12,33,36.4,21,324,77,23.8,86,141,97,32,2,0,30,13,9,0,Matches
Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,8,4,0,4,4,1,7,14.3,6,204,60,29.4,6,92,106,10,3,0,7,4,24,0,Matches
Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,70,49,29,30,11,16,60,26.7,44,949,239,25.2,270,463,216,59,9,0,50,32,45,0,Matches
Mamadou Doucouré,fr FRA,MF,M'gladbach,de Bundesliga,21,1998,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,21,14,7,10,4,8,26,30.8,18,277,69,24.9,47,161,69,19,1,0,18,12,9,0,Matches
Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,10,4,7,2,1,5,9,55.6,4,59,18,30.5,35,18,6,14,0,0,14,4,13,0,Matches
Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1.0,2,0,2,0,0,1,1,100.0,0,12,4,33.3,4,7,1,3,2,0,1,0,2,0,Matches
Thomas Doyle,eng ENG,"MF,FW",Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,0,0,0,,0,5,1,20.0,1,3,1,0,0,0,0,0,0,0,Matches
Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,37,26,25,8,4,13,41,31.7,28,304,99,32.6,154,107,43,39,5,0,34,19,43,1,Matches
Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,22,15,12,9,1,9,20,45.0,11,108,39,36.1,59,42,7,24,5,0,19,14,59,0,Matches
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,2,0,0,Matches
Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,12,8,2,8,2,5,14,35.7,9,135,45,33.3,28,68,39,13,2,0,11,10,3,0,Matches
Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,31,19,11,15,5,8,28,28.6,20,385,113,29.4,96,179,110,26,4,0,22,23,16,0,Matches
Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,9,5,6,2,1,1,13,7.7,12,106,22,20.8,36,58,12,3,0,0,3,5,4,1,Matches
Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,2,2,1,1,0,0,1,0.0,1,23,5,21.7,10,10,3,1,0,0,1,1,0,0,Matches
Josip Drmić,ch SUI,"FW,MF",Norwich City,eng Premier League,26,1992,7.2,4,3,2,1,1,1,11,9.1,10,133,35,26.3,24,54,55,8,0,0,8,1,5,1,Matches
Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,35,21,27,8,0,7,16,43.8,9,209,75,35.9,125,82,2,49,24,0,25,31,234,0,Matches
Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.4,5,1,2,2,1,1,3,33.3,2,53,12,22.6,36,16,1,12,6,0,6,3,12,0,Matches
Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,11,7,10,1,0,2,3,66.7,1,49,19,38.8,34,14,1,11,6,0,5,7,45,1,Matches
Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,69,38,41,23,5,30,55,54.5,25,348,104,29.9,153,149,46,62,9,0,53,46,128,1,Matches
Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,Matches
Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,31,21,20,10,1,12,26,46.2,14,238,72,30.3,133,67,38,26,5,0,21,17,38,0,Matches
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,0,0,0,0,0,0,1,0.0,1,9,0,0.0,9,0,0,2,0,0,2,1,1,3,Matches
Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,19,15,10,6,3,7,20,35.0,13,197,54,27.4,52,105,40,18,2,0,16,6,7,0,Matches
Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5.0,5,3,0,4,1,0,12,0.0,12,116,21,18.1,19,70,27,5,1,0,4,5,7,0,Matches
Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,16,9,10,5,1,4,18,22.2,14,100,34,34.0,71,27,2,21,8,0,13,21,116,0,Matches
Haris Duljević,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,12,9,5,3,4,3,12,25.0,9,102,38,37.3,16,50,36,7,0,0,7,2,1,0,Matches
Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,28,6,18,6,4,12,20,60.0,8,163,40,24.5,97,58,8,42,10,0,32,19,72,0,Matches
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,8.5,9,3,7,2,0,3,14,21.4,11,126,39,31.0,42,58,26,7,1,0,6,5,9,0,Matches
Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,18,11,6,7,5,7,21,33.3,14,171,47,27.5,57,80,34,12,0,0,12,10,19,0,Matches
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,43,28,31,12,0,13,41,31.7,28,248,107,43.1,164,72,12,71,37,3,34,54,162,1,Matches
Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,14,8,7,4,3,5,15,33.3,10,136,35,25.7,58,44,34,15,2,0,13,4,14,0,Matches
Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,1,1,0,1,0,1,1,100.0,0,15,5,33.3,3,9,3,3,1,0,2,2,4,1,Matches
Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,5,2,2,1,2,2,8,25.0,6,98,29,29.6,5,55,38,4,0,0,4,1,2,0,Matches
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,17,11,9,7,1,7,18,38.9,11,155,58,37.4,85,63,7,35,9,0,26,21,71,1,Matches
Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,24,18,7,11,6,8,32,25.0,24,398,109,27.4,34,157,207,26,0,0,26,13,2,0,Matches
Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,30.7,16,10,1,7,8,1,12,8.3,11,278,79,28.4,15,125,138,12,3,0,9,6,34,0,Matches
Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,18,16,4,11,3,7,27,25.9,20,196,51,26.0,61,104,31,15,3,0,12,7,10,0,Matches
Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28.0,27,20,18,9,0,7,21,33.3,14,213,87,40.8,157,54,2,50,28,0,22,42,177,1,Matches
Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,12,7,4,7,1,2,13,15.4,11,89,27,30.3,29,42,18,2,1,0,1,1,4,0,Matches
Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,1,1,1,0,0,1,2,50.0,1,7,2,28.6,7,0,0,0,0,0,0,2,2,4,Matches
John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,45,27,32,13,0,21,45,46.7,24,296,101,34.1,209,80,7,73,33,0,40,56,270,4,Matches
Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,9,5,4,2,3,4,17,23.5,13,178,52,29.2,60,70,48,9,0,0,9,3,5,0,Matches
Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,51,32,21,25,5,12,42,28.6,30,559,151,27.0,209,250,100,58,10,0,48,37,54,2,Matches
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,93,51,56,30,7,31,52,59.6,21,442,125,28.3,220,173,49,50,7,1,43,39,93,2,Matches
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,58,44,21,34,3,19,74,25.7,55,507,151,29.8,170,278,59,48,13,0,35,31,52,1,Matches
Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,11.5,16,10,5,6,5,6,22,27.3,16,234,63,26.9,65,109,60,17,1,0,16,9,6,0,Matches
Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0.0,1,1,1,0,0,0,0,,0,2,2,100.0,2,0,0,0,0,0,0,0,0,0,Matches
Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,25,17,17,6,2,10,22,45.5,12,109,28,25.7,56,40,13,11,5,0,6,13,29,0,Matches
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,31,13,19,11,1,13,26,50.0,13,140,39,27.9,75,59,6,28,9,0,19,16,122,0,Matches
Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,56,37,44,12,0,15,33,45.5,18,272,115,42.3,178,90,4,49,15,1,34,65,136,0,Matches
Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,27,16,18,9,0,10,27,37.0,17,160,49,30.6,112,47,1,38,20,0,18,39,178,1,Matches
Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,29,18,17,8,4,13,35,37.1,22,322,96,29.8,85,144,93,37,4,0,33,16,6,0,Matches
Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,23,15,3,14,6,6,17,35.3,11,394,95,24.1,31,185,178,15,1,0,14,8,5,0,Matches
Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,83,45,54,23,6,25,73,34.2,48,470,118,25.1,223,164,83,57,9,0,48,33,80,0,Matches
Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,5,4,0,4,1,0,1,0.0,1,79,25,31.6,9,39,31,5,1,0,4,0,5,0,Matches
Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,20,13,16,4,0,8,12,66.7,4,100,38,38.0,59,32,9,23,12,0,11,25,44,0,Matches
Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,8,5,2,0,6,2,17,11.8,15,295,50,16.9,25,155,115,17,2,0,15,4,19,0,Matches
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,8,6,1,7,0,1,9,11.1,8,191,52,27.2,28,91,72,8,2,0,6,5,7,0,Matches
Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,9,4,7,2,0,5,11,45.5,6,81,29,35.8,54,26,1,26,19,0,7,29,111,2,Matches
Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,21,17,5,8,8,0,13,0.0,13,445,137,30.8,25,174,246,30,4,0,26,10,13,0,Matches
Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,9,8,3,4,2,4,16,25.0,12,200,51,25.5,48,98,54,15,0,0,15,8,10,0,Matches
Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,19,12,12,6,1,5,23,21.7,18,260,55,21.2,83,126,51,19,1,0,18,11,11,0,Matches
Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,9,6,1,7,1,2,19,10.5,17,109,24,22.0,9,61,39,4,0,0,4,0,0,0,Matches
Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,41,29,13,24,4,17,38,44.7,21,323,101,31.3,79,189,55,35,5,0,30,31,31,0,Matches
Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,Matches
Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,26,13,15,10,1,13,22,59.1,9,124,38,30.6,51,56,17,19,1,0,18,16,36,0,Matches
Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,22.2,66,38,27,28,11,24,55,43.6,31,536,135,25.2,160,244,132,40,3,0,37,21,21,1,Matches
Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,27,19,19,6,2,11,29,37.9,18,172,70,40.7,104,59,9,31,11,0,20,24,174,1,Matches
Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,3,3,0,2,1,0,4,0.0,4,79,24,30.4,6,33,40,5,1,0,4,3,0,0,Matches
Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,0,0,0,0,,0,4,1,25.0,1,3,0,1,0,0,1,0,0,0,Matches
Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,8,3,5,3,0,1,8,12.5,7,66,12,18.2,26,25,15,9,1,0,8,6,8,2,Matches
